sbn,category,band,score,hardest_rule,solved_via,steps,n_solutions
551W0GrMgHa,progressive,Easy,15.5,row_col_last,logic,9,1
551W27PH7J1,progressive,Easy,15.5,row_col_last,logic,9,1
551W2fcM48H,progressive,Easy,15.5,row_col_last,logic,10,1
551W0MY56hS,progressive,Easy,15.5,row_col_last,logic,11,1
551W4JyeaD2,progressive,Medium,40.0,region_confined,logic,11,1
551W6ABW5rb,progressive,Medium,100.0,exclusion,logic,11,1
551W4DsP4Wg,progressive,Medium,40.0,region_confined,logic,11,1
551W4Jkr0GH,progressive,Hard,540.0,finned_counts,logic,12,1
551WBTpaPC0,progressive,Hard,500.0,finned_counts,logic,15,1
551WEPqG88a,progressive,Easy,15.5,row_col_last,logic,9,1
551W4AYGc-8,progressive,Medium,100.0,exclusion,logic,11,1
551W6Ua4aTO,progressive,Medium,100.0,exclusion,logic,11,1
551W4LSKIY3,progressive,Easy,15.5,row_col_last,logic,10,1
551W4T_u2WO,progressive,Hard,540.0,finned_counts,logic,14,1
551W19ID4RI,progressive,Easy,15.5,row_col_last,logic,9,1
551W4LJq1k2,progressive,Medium,100.0,exclusion,logic,11,1
551W8443tLP,progressive,Easy,15.5,row_col_last,logic,10,1
551W4N68ak4,progressive,Easy,15.5,row_col_last,logic,9,1
551W1aX2LLv,progressive,Easy,15.5,row_col_last,logic,10,1
551W6ACW6rL,progressive,Medium,145.0,region_confined,logic,12,1
551W89bYZIf,progressive,Easy,15.5,row_col_last,logic,10,1
551W8jsXDc2,progressive,Medium,100.0,exclusion,logic,10,1
551W0k25Af-,progressive,Easy,15.5,row_col_last,logic,11,1
551WCHd4g5a,progressive,Medium,40.0,region_confined,logic,10,1
551W88gmgk8,progressive,Medium,100.0,exclusion,logic,9,1
551W4iY5CIL,progressive,Medium,100.0,exclusion,logic,12,1
551W19cOYIH,progressive,Medium,40.0,region_confined,logic,9,1
551W8ktGAXP,progressive,Medium,100.0,exclusion,logic,16,1
551W9Lp8gO1,progressive,Medium,40.0,region_confined,logic,8,1
551W28M8p5a,progressive,Medium,61.0,region_confined,logic,12,1
551W4Qq0cMz,progressive,Medium,200.0,undercounting,logic,16,1
551W3MtHJuG,progressive,Medium,100.0,exclusion,logic,12,1
551W83D35LM,progressive,Medium,140.0,exclusion,logic,14,1
551W3b40_rH,progressive,Hard,500.0,finned_counts,logic,14,1
551W4gj4PAg,progressive,Hard,500.0,finned_counts,logic,18,1
551WEZ24YvK,progressive,Medium,100.0,exclusion,logic,11,1
551W9PcePY0,progressive,Medium,61.0,region_confined,logic,13,1
551W4yifeU4,progressive,Medium,40.0,region_confined,logic,11,1
551W6ghM94W,progressive,Hard,540.0,finned_counts,logic,15,1
551W4Dq54ru,progressive,Easy,15.5,row_col_last,logic,9,1
551W88hCQf6,progressive,Medium,100.0,exclusion,logic,12,1
551W8dY8a9C,progressive,Hard,540.0,finned_counts,logic,12,1
551W2Dg8IQ4,progressive,Medium,40.0,region_confined,logic,8,1
551W0lRgCh1,progressive,Easy,15.5,row_col_last,logic,9,1
551W2OQ3jLY,progressive,Medium,61.0,region_confined,logic,12,1
551W0WUMMLq,progressive,Medium,40.0,region_confined,logic,11,1
551W2eS1vfY,progressive,Medium,100.0,exclusion,logic,13,1
551W2LLAPAq,progressive,Hard,580.0,finned_counts,logic,16,1
551WCfKHYn2,progressive,Medium,40.0,region_confined,logic,9,1
551W8LSfiCe,progressive,Medium,40.0,region_confined,logic,12,1
551WAPPGR5I,progressive,Medium,100.0,exclusion,logic,10,1
551W4HcmGHL,progressive,Hard,540.0,finned_counts,logic,11,1
551W4kw29av,progressive,Medium,100.0,exclusion,logic,11,1
551W4BJD2na,progressive,Medium,61.0,region_confined,logic,12,1
551W0pXGe-w,progressive,Easy,15.5,row_col_last,logic,9,1
551W4E156vf,progressive,Hard,540.0,finned_counts,logic,14,1
551W26nH2Fu,progressive,Easy,15.5,row_col_last,logic,9,1
551W8Hb4PKo,progressive,Medium,82.0,region_confined,logic,11,1
551WCwie0-8,progressive,Easy,15.5,row_col_last,logic,9,1
551W4Tc0HMc,progressive,Medium,100.0,exclusion,logic,11,1
551WAhL1JKK,progressive,Medium,150.0,undercounting,logic,10,1
551WCMJLAT8,progressive,Easy,15.5,row_col_last,logic,10,1
551W8wiW9uY,progressive,Easy,15.5,row_col_last,logic,7,1
551W6wjo48X,progressive,Medium,100.0,exclusion,logic,10,1
551W8Gc0PTL,progressive,Easy,15.5,row_col_last,logic,9,1
551W0cg65LS,progressive,Easy,15.5,row_col_last,logic,11,1
551W0QkASk8,progressive,Easy,15.5,row_col_last,logic,9,1
551W3HL0HtI,progressive,Easy,15.5,row_col_last,logic,9,1
551W4MKebgv,progressive,Medium,200.0,undercounting,logic,15,1
551WApCG9n4,progressive,Medium,100.0,exclusion,logic,13,1
551W4cOE3kf,progressive,Medium,100.0,exclusion,logic,11,1
551W1pPB1kq,progressive,Medium,40.0,region_confined,logic,10,1
551W0fJ9Cx9,progressive,Medium,100.0,exclusion,logic,14,1
551WCpb4nGX,progressive,Medium,100.0,exclusion,logic,12,1
551WADo6YGu,progressive,Medium,100.0,exclusion,logic,12,1
551WALeWAR4,progressive,Easy,15.5,row_col_last,logic,9,1
551W0xM8gNe,progressive,Hard,500.0,finned_counts,logic,16,1
551W8Wp4cPK,progressive,Medium,100.0,exclusion,logic,13,1
551WCks42aw,progressive,Medium,40.0,region_confined,logic,11,1
551W8WwW7TJ,progressive,Medium,40.0,region_confined,logic,8,1
551W4CH8Yfv,progressive,Medium,100.0,exclusion,logic,12,1
551W1BKSaJI,progressive,Easy,15.5,row_col_last,logic,9,1
551W2r5H8Rb,progressive,Hard,580.0,finned_counts,logic,16,1
551W6bQWkAJ,progressive,Medium,180.0,exclusion,logic,14,1
551W2Wq3Tv2,progressive,Easy,15.5,row_col_last,logic,8,1
551W6IY8aIg,progressive,Medium,150.0,undercounting,logic,12,1
551W1JMabpo,progressive,Hard,500.0,finned_counts,logic,17,1
551W01Ahigg,progressive,Medium,150.0,undercounting,logic,10,1
551WCoaGJOY,progressive,Medium,61.0,region_confined,logic,12,1
551W03pRAt9,progressive,Easy,15.5,row_col_last,logic,9,1
551W1hL0vrS,progressive,Medium,140.0,exclusion,logic,12,1
551W1WLIcLS,progressive,Medium,100.0,exclusion,logic,12,1
551W2pCo0pC,progressive,Medium,100.0,exclusion,logic,12,1
551W8R2LRQO,progressive,Medium,180.0,exclusion,logic,11,1
551WC-xO1IK,progressive,Medium,100.0,exclusion,logic,14,1
551WBMy19UJ,progressive,Easy,15.5,row_col_last,logic,9,1
551W0HSBUL2,progressive,Medium,100.0,exclusion,logic,12,1
551W6OkXc4H,progressive,Medium,100.0,exclusion,logic,13,1
551W2if5Qga,progressive,Hard,580.0,finned_counts,logic,17,1
551WAIj4juW,progressive,Medium,150.0,undercounting,logic,14,1
551W9Ha8PKg,progressive,Medium,100.0,exclusion,logic,13,1
551W4DMPcme,progressive,Medium,150.0,undercounting,logic,8,1
551W5syg4DW,progressive,Medium,166.0,region_confined,logic,11,1
551W8ky61Eu,progressive,Medium,100.0,exclusion,logic,13,1
551W8197MPa,progressive,Easy,15.5,row_col_last,logic,10,1
551W6QQOb1n,progressive,Medium,100.0,exclusion,logic,11,1
551W4hOYCBg,progressive,Medium,100.0,exclusion,logic,11,1
551W8Td8PIb,progressive,Hard,580.0,finned_counts,logic,16,1
551W3pA2IgH,progressive,Medium,100.0,exclusion,logic,9,1
551W0oqMASq,progressive,Hard,800.0,finned_fish,logic,17,1
551W1dtM2HG,progressive,Medium,100.0,exclusion,logic,10,1
551WDcYGADY,progressive,Medium,100.0,exclusion,logic,12,1
551W0b9fAxw,progressive,Hard,500.0,finned_counts,logic,17,1
551W2YZ8iof,progressive,Medium,150.0,undercounting,logic,14,1
551W4Td0YMM,progressive,Medium,100.0,exclusion,logic,11,1
551W0mGYlkz,progressive,Easy,15.5,row_col_last,logic,7,1
551W0nIA4gk,progressive,Easy,15.5,row_col_last,logic,7,1
551W4Ko0Ywp,progressive,Medium,100.0,exclusion,logic,12,1
551W0VfYCBf,progressive,Easy,15.5,row_col_last,logic,9,1
551WAHGApia,progressive,Easy,15.5,row_col_last,logic,10,1
551W0pI8exi,progressive,Medium,100.0,exclusion,logic,10,1
551W0csJ6Ke,progressive,Medium,100.0,exclusion,logic,11,1
551W0Egr4M5,progressive,Medium,100.0,exclusion,logic,11,1
551W08sAxaa,progressive,Medium,61.0,region_confined,logic,12,1
551W4cQO9ca,progressive,Medium,100.0,exclusion,logic,10,1
551W8cy4KSy,progressive,Medium,100.0,exclusion,logic,12,1
551W2Y58zzb,progressive,Hard,800.0,finned_fish,logic,15,1
551W9723JTY,progressive,Medium,100.0,exclusion,logic,11,1
551W1yggaX8,progressive,Easy,15.5,row_col_last,logic,10,1
551W6Rkb10H,progressive,Hard,540.0,finned_counts,logic,12,1
551W04gbcPO,progressive,Medium,100.0,exclusion,logic,11,1
551W2iL2cML,progressive,Medium,40.0,region_confined,logic,12,1
551W2ZT9Dr1,progressive,Medium,145.0,region_confined,logic,12,1
551W0apACp5,progressive,Medium,100.0,exclusion,logic,14,1
551WAfa0LSH,progressive,Easy,15.5,row_col_last,logic,9,1
551W1Mh8KpI,progressive,Medium,145.0,region_confined,logic,13,1
551W45_GXpH,progressive,Medium,145.0,region_confined,logic,12,1
551WAaU8rRW,progressive,Easy,15.5,row_col_last,logic,9,1
551W0UvP5Ww,progressive,Medium,100.0,exclusion,logic,13,1
551WEh2GWz4,progressive,Easy,15.5,row_col_last,logic,10,1
551W4VpCaQ0,progressive,Easy,15.5,row_col_last,logic,9,1
551W4KYnKL8,progressive,Hard,540.0,finned_counts,logic,13,1
551W3FM8aKY,progressive,Medium,100.0,exclusion,logic,11,1
551W2IjWcqn,progressive,Medium,100.0,exclusion,logic,12,1
551W2KGXsgY,progressive,Medium,180.0,exclusion,logic,14,1
551W29l8XOX,progressive,Medium,40.0,region_confined,logic,8,1
551W9LiiAD1,progressive,Easy,15.5,row_col_last,logic,10,1
551W4jLQ4oI,progressive,Hard,580.0,finned_counts,logic,18,1
551W4eqI4va,progressive,Medium,145.0,region_confined,logic,8,1
551W4J69J8H,progressive,Medium,40.0,region_confined,logic,10,1
551W4Op6PN8,progressive,Medium,40.0,region_confined,logic,10,1
551W2wfGQSo,progressive,Medium,220.0,exclusion,logic,17,1
551WCogG3SY,progressive,Medium,100.0,exclusion,logic,13,1
551W2I1b7io,progressive,Medium,61.0,region_confined,logic,13,1
551WCIj0TOX,progressive,Easy,15.5,row_col_last,logic,9,1
551WCoPCLL0,progressive,Medium,82.0,region_confined,logic,11,1
551W4GofKGa,progressive,Hard,540.0,finned_counts,logic,12,1
551W18WXsQY,progressive,Hard,540.0,finned_counts,logic,12,1
551WCgXGpeX,progressive,Medium,61.0,region_confined,logic,13,1
551W7RS91FW,progressive,Easy,15.5,row_col_last,logic,9,1
551WAoim0xC,progressive,Medium,100.0,exclusion,logic,12,1
551WAtNO2YX,progressive,Hard,540.0,finned_counts,logic,17,1
551W2fKICn2,progressive,Medium,100.0,exclusion,logic,12,1
551W2PX6gAe,progressive,Medium,100.0,exclusion,logic,12,1
551W1TAGIsc,progressive,Easy,15.5,row_col_last,logic,9,1
551W2p7YXvM,progressive,Hard,500.0,finned_counts,logic,13,1
551WChOa2ub,progressive,Medium,140.0,exclusion,logic,14,1
551W6NU956W,progressive,Medium,40.0,region_confined,logic,10,1
551W49NGYyK,progressive,Easy,15.5,row_col_last,logic,9,1
551W8_fW8Qb,progressive,Easy,15.5,row_col_last,logic,9,1
551W18aHcMp,progressive,Medium,100.0,exclusion,logic,10,1
551W3HAGIig,progressive,Hard,540.0,finned_counts,logic,14,1
551W6PTOm1H,progressive,Medium,100.0,exclusion,logic,11,1
551W4sQGfLe,progressive,Hard,580.0,finned_counts,logic,18,1
551W5LcGYGL,progressive,Hard,500.0,finned_counts,logic,15,1
551W2MTa5gY,progressive,Medium,140.0,exclusion,logic,13,1
551WDt50aLI,progressive,Medium,100.0,exclusion,logic,13,1
551W88u0Rjp,progressive,Easy,15.5,row_col_last,logic,7,1
551W2H6KYns,progressive,Medium,220.0,exclusion,logic,13,1
551W27KWdJ2,progressive,Easy,15.5,row_col_last,logic,9,1
551W2HeXMmY,progressive,Easy,15.5,row_col_last,logic,10,1
551W5ggI5mP,progressive,Medium,140.0,exclusion,logic,15,1
551W9oKGePg,progressive,Easy,15.5,row_col_last,logic,10,1
551W1TAYfjH,progressive,Medium,82.0,region_confined,logic,13,1
551W8CvORgK,progressive,Medium,150.0,undercounting,logic,15,1
551W2H794iI,progressive,Easy,15.5,row_col_last,logic,9,1
551W15rH4OX,progressive,Medium,40.0,region_confined,logic,8,1
551W6DBIQMb,progressive,Medium,150.0,undercounting,logic,11,1
551W4P90IQh,progressive,Medium,100.0,exclusion,logic,12,1
551W8pK8gCa,progressive,Medium,100.0,exclusion,logic,12,1
551W5gkm8Ap,progressive,Medium,100.0,exclusion,logic,13,1
551W09qpDf2,progressive,Easy,15.5,row_col_last,logic,9,1
551W0jkAjXP,progressive,Hard,500.0,finned_counts,logic,18,1
551W2QPT5b0,progressive,Medium,40.0,region_confined,logic,9,1
551W5arGkLm,progressive,Medium,100.0,exclusion,logic,9,1
551W073AigU,progressive,Medium,145.0,region_confined,logic,11,1
551W4Ja5aKo,progressive,Medium,100.0,exclusion,logic,11,1
551WAn41Hvc,progressive,Medium,150.0,undercounting,logic,13,1
551W0tCk8cK,progressive,Medium,140.0,exclusion,logic,13,1
551W0V27AhK,progressive,Easy,15.5,row_col_last,logic,7,1
551W8drG2Ky,progressive,Medium,100.0,exclusion,logic,11,1
551W4olIXOI,progressive,Medium,40.0,region_confined,logic,8,1
551W2PbI8OX,progressive,Medium,40.0,region_confined,logic,8,1
551WAxl494I,progressive,Hard,540.0,finned_counts,logic,16,1
551W9P6G8UY,progressive,Easy,15.5,row_col_last,logic,9,1
551W6gg1f4Y,progressive,Easy,15.5,row_col_last,logic,10,1
551WE-KG69e,progressive,Medium,100.0,exclusion,logic,12,1
551W0WYEcPK,progressive,Easy,15.5,row_col_last,logic,9,1
551W0555LPi,progressive,Easy,15.5,row_col_last,logic,9,1
551W14cDcLG,progressive,Medium,100.0,exclusion,logic,11,1
551W5EAIDrY,progressive,Medium,180.0,exclusion,logic,13,1
551W2ZLJAn1,progressive,Medium,100.0,exclusion,logic,10,1
551W2LY7TFG,progressive,Medium,145.0,region_confined,logic,14,1
551W6PHOp1I,progressive,Medium,100.0,exclusion,logic,11,1
551W9t-GO5W,progressive,Medium,40.0,region_confined,logic,10,1
551W1PYA8h4,progressive,Medium,166.0,region_confined,logic,12,1
551W5Lg8JD0,progressive,Medium,100.0,exclusion,logic,13,1
551W14jnaTI,progressive,Medium,180.0,exclusion,logic,13,1
551W00gAhlC,progressive,Medium,100.0,exclusion,logic,12,1
551W6HP8InI,progressive,Medium,40.0,region_confined,logic,10,1
551W0b4Y5Pk,progressive,Easy,15.5,row_col_last,logic,9,1
551W2CC9bRp,progressive,Easy,15.5,row_col_last,logic,9,1
551W0sH9Axu,progressive,Medium,100.0,exclusion,logic,10,1
551W4Iyd8TI,progressive,Medium,140.0,exclusion,logic,14,1
551WEbI54eu,progressive,Easy,15.5,row_col_last,logic,7,1
551WEgcL2WG,progressive,Easy,15.5,row_col_last,logic,10,1
551W6XI9CAi,progressive,Medium,150.0,undercounting,logic,13,1
551W2RPD3jW,progressive,Hard,580.0,finned_counts,logic,16,1
551W2HI94er,progressive,Medium,100.0,exclusion,logic,12,1
551WEprG2f1,progressive,Easy,15.5,row_col_last,logic,9,1
551WBgc4Y6G,progressive,Medium,100.0,exclusion,logic,13,1
551W4h4mfn4,progressive,Easy,15.5,row_col_last,logic,10,1
551W1Hac9DS,progressive,Medium,40.0,region_confined,logic,12,1
551WAjq0L8g,progressive,Medium,100.0,exclusion,logic,13,1
551W2cKHAge,progressive,Medium,100.0,exclusion,logic,13,1
551W9plGGwI,progressive,Medium,40.0,region_confined,logic,8,1
551W9dY0c9H,progressive,Easy,15.5,row_col_last,logic,9,1
551W4C_0ngI,progressive,Medium,100.0,exclusion,logic,11,1
551W8Na9Al4,progressive,Hard,500.0,finned_counts,logic,15,1
551W3Ak1I6H,progressive,Medium,40.0,region_confined,logic,10,1
551W09EAQ-8,progressive,Easy,15.5,row_col_last,logic,9,1
551W8HD8fLM,progressive,Hard,580.0,finned_counts,logic,17,1
551W0gc8gk8,progressive,Easy,15.5,row_col_last,logic,6,1
551W2S1AgPv,progressive,Medium,180.0,exclusion,logic,16,1
551W2TX4Yga,progressive,Medium,100.0,exclusion,logic,10,1
551W1fgQFc0,progressive,Easy,15.5,row_col_last,logic,11,1
551W8Pk8hWY,progressive,Easy,15.5,row_col_last,logic,7,1
551WAMj4TBa,progressive,Hard,500.0,finned_counts,logic,17,1
551W1BPH7J1,progressive,Easy,15.5,row_col_last,logic,9,1
551W85q5ClQ,progressive,Medium,100.0,exclusion,logic,13,1
551W1TPr7X0,progressive,Medium,140.0,exclusion,logic,10,1
551W0DtI8qf,progressive,Medium,100.0,exclusion,logic,11,1
551W09sRCf2,progressive,Medium,150.0,undercounting,logic,11,1
551W27JH6EX,progressive,Easy,15.5,row_col_last,logic,9,1
551W0H6j5g9,progressive,Easy,15.5,row_col_last,logic,10,1
551W0-366hM,progressive,Easy,15.5,row_col_last,logic,7,1
551W9LeWAPY,progressive,Medium,40.0,region_confined,logic,8,1
551W25rGYJX,progressive,Easy,15.5,row_col_last,logic,9,1
551W0M4P6gt,progressive,Medium,61.0,region_confined,logic,12,1
551W1NPn6cG,progressive,Easy,15.5,row_col_last,logic,9,1
551W1EHbMQW,progressive,Medium,140.0,exclusion,logic,11,1
551W5dgODD0,progressive,Easy,15.5,row_col_last,logic,9,1
551W29tIgmK,progressive,Hard,540.0,finned_counts,logic,18,1
551W9z5i5jW,progressive,Medium,100.0,exclusion,logic,14,1
551W8Ho9kH2,progressive,Medium,100.0,exclusion,logic,11,1
551W0HqI8hE,progressive,Easy,15.5,row_col_last,logic,9,1
551W3w24gQo,progressive,Medium,100.0,exclusion,logic,12,1
551W0brI4Of,progressive,Medium,40.0,region_confined,logic,8,1
551W2Fr8aEO,progressive,Medium,180.0,exclusion,logic,13,1
551W0osYFKa,progressive,Easy,15.5,row_col_last,logic,7,1
551W8b7KCk6,progressive,Easy,15.5,row_col_last,logic,9,1
551WCrPb2H8,progressive,Medium,100.0,exclusion,logic,13,1
551W0LMH4kY,progressive,Easy,15.5,row_col_last,logic,6,1
551W497dDMe,progressive,Medium,100.0,exclusion,logic,12,1
551W0PaAgqY,progressive,Easy,15.5,row_col_last,logic,9,1
551W58bLcme,progressive,Easy,15.5,row_col_last,logic,10,1
551W0LLo98f,progressive,Easy,15.5,row_col_last,logic,11,1
551W16s9NHW,progressive,Medium,61.0,region_confined,logic,10,1
551W0KcIgt8,progressive,Hard,580.0,finned_counts,logic,13,1
551W5UweKW2,progressive,Medium,100.0,exclusion,logic,14,1
551W36qBAjW,progressive,Medium,61.0,region_confined,logic,10,1
551W2IU8Lia,progressive,Easy,15.5,row_col_last,logic,9,1
551W1njkasW,progressive,Medium,200.0,undercounting,logic,14,1
551W16bAksb,progressive,Medium,82.0,region_confined,logic,13,1
551W1XfLjwW,progressive,Easy,15.5,row_col_last,logic,9,1
551W06LP6HP,progressive,Medium,100.0,exclusion,logic,13,1
551W4ILb3PX,progressive,Easy,15.5,row_col_last,logic,10,1
551WDsfm0Kr,progressive,Hard,500.0,finned_counts,logic,15,1
551W8gdGAaJ,progressive,Medium,100.0,exclusion,logic,10,1
551W8XLOLHI,progressive,Medium,40.0,region_confined,logic,10,1
551W6LLiGN0,progressive,Hard,540.0,finned_counts,logic,15,1
551W4KKH4xY,progressive,Medium,40.0,region_confined,logic,9,1
551W0-LCgN4,progressive,Medium,150.0,undercounting,logic,12,1
551WABbajmW,progressive,Medium,100.0,exclusion,logic,13,1
551W25tH4BH,progressive,Medium,100.0,exclusion,logic,11,1
551WC9NW9vH,progressive,Medium,140.0,exclusion,logic,14,1
551WALgmeF4,progressive,Hard,500.0,finned_counts,logic,14,1
551W9PbHCWf,progressive,Easy,15.5,row_col_last,logic,10,1
551W2efIbKo,progressive,Hard,580.0,finned_counts,logic,17,1
551W04z7jwX,progressive,Medium,145.0,region_confined,logic,13,1
551W0U21Nzg,progressive,Easy,15.5,row_col_last,logic,9,1
551W3df4Sfa,progressive,Medium,40.0,region_confined,logic,10,1
551W8hC99r4,progressive,Medium,150.0,undercounting,logic,13,1
551W8CxGfc5,progressive,Expert,625,guessing,search,7,1
551W29k4XPK,progressive,Medium,40.0,region_confined,logic,8,1
551W8ec9cM8,progressive,Medium,140.0,exclusion,logic,15,1
551W4MgG5LC,progressive,Medium,100.0,exclusion,logic,10,1
551W0J7OagQ,progressive,Medium,150.0,undercounting,logic,9,1
551W01r3ClT,progressive,Medium,100.0,exclusion,logic,9,1
551W0IbH2-v,progressive,Medium,100.0,exclusion,logic,12,1
551W9TgPF24,progressive,Medium,220.0,exclusion,logic,15,1
551W4OI94Xr,progressive,Medium,100.0,exclusion,logic,12,1
551W4kU1UMY,progressive,Medium,100.0,exclusion,logic,13,1
551WCkYeIf8,progressive,Easy,15.5,row_col_last,logic,10,1
551WCHKI0LJ,progressive,Medium,140.0,exclusion,logic,14,1
551W0tqGePA,progressive,Easy,15.5,row_col_last,logic,9,1
551W2PbgOKX,progressive,Medium,40.0,region_confined,logic,12,1
551W19IQgtW,progressive,Medium,180.0,exclusion,logic,12,1
551W2vLE4d8,progressive,Medium,61.0,region_confined,logic,12,1
551W4aOXggY,progressive,Medium,100.0,exclusion,logic,12,1
551W1tLGeLK,progressive,Hard,540.0,finned_counts,logic,14,1
551W4KPXdCu,progressive,Medium,100.0,exclusion,logic,12,1
551W0MMPcYa,progressive,Medium,100.0,exclusion,logic,11,1
551W0HrMP94,progressive,Medium,100.0,exclusion,logic,10,1
551W69rRC8K,progressive,Medium,140.0,exclusion,logic,15,1
551W4YimDP4,progressive,Easy,15.5,row_col_last,logic,9,1
551W4XL9CCq,progressive,Medium,145.0,region_confined,logic,13,1
551W9f74cNa,progressive,Medium,260.0,exclusion,logic,14,1
551W4GgmIT4,progressive,Easy,15.5,row_col_last,logic,10,1
551W5r6H84c,progressive,Hard,540.0,finned_counts,logic,14,1
551W89weAmr,progressive,Medium,100.0,exclusion,logic,13,1
551W3Fm1JKr,progressive,Medium,100.0,exclusion,logic,12,1
551W4XIIkCa,progressive,Medium,150.0,undercounting,logic,9,1
551W2pw63rI,progressive,Hard,580.0,finned_counts,logic,17,1
551W2pvIZf1,progressive,Medium,100.0,exclusion,logic,11,1
551W8gsWBbn,progressive,Easy,15.5,row_col_last,logic,7,1
551W2GcAgMg,progressive,Medium,150.0,undercounting,logic,11,1
551W4PO4Ifb,progressive,Medium,100.0,exclusion,logic,12,1
551W8_b8Ycq,progressive,Hard,580.0,finned_counts,logic,16,1
551W05rJkh1,progressive,Medium,100.0,exclusion,logic,12,1
551W2ha2JSH,progressive,Medium,40.0,region_confined,logic,8,1
551W4ELCc-W,progressive,Medium,220.0,exclusion,logic,15,1
551W8HYAPD4,progressive,Medium,100.0,exclusion,logic,11,1
551W6HRm2Nf,progressive,Medium,200.0,undercounting,logic,14,1
551WCgky0e1,progressive,Easy,15.5,row_col_last,logic,10,1
551W10XXdTU,progressive,Medium,140.0,exclusion,logic,13,1
551W4Ra12kP,progressive,Medium,100.0,exclusion,logic,12,1
551W6P94Z5M,progressive,Medium,180.0,exclusion,logic,13,1
551W8Z995Tb,progressive,Medium,140.0,exclusion,logic,13,1
551W04P9bLP,progressive,Medium,40.0,region_confined,logic,11,1
551W6NJ52AO,progressive,Medium,82.0,region_confined,logic,11,1
551W2MQASJe,progressive,Medium,100.0,exclusion,logic,14,1
551W3L68Hac,progressive,Medium,61.0,region_confined,logic,11,1
551W5dH8kHG,progressive,Easy,15.5,row_col_last,logic,9,1
551W09AgQw8,progressive,Easy,15.5,row_col_last,logic,10,1
551WAkL86NG,progressive,Easy,15.5,row_col_last,logic,9,1
551W4R2CaQ9,progressive,Hard,540.0,finned_counts,logic,12,1
551WEPrW991,progressive,Easy,15.5,row_col_last,logic,9,1
551WEPc2H8H,progressive,Medium,100.0,exclusion,logic,12,1
551W8OG5kfZ,progressive,Hard,500.0,finned_counts,logic,14,1
551W4Iim5OY,progressive,Easy,15.5,row_col_last,logic,9,1
551W8oKaBLM,progressive,Medium,140.0,exclusion,logic,9,1
551W8I1bUPa,progressive,Easy,15.5,row_col_last,logic,10,1
551W2BHnILK,progressive,Hard,540.0,finned_counts,logic,12,1
551W4Ho8HSa,progressive,Medium,40.0,region_confined,logic,8,1
551W414b5pD,progressive,Hard,540.0,finned_counts,logic,12,1
551W4MKGagi,progressive,Easy,15.5,row_col_last,logic,9,1
551W5QI4aJu,progressive,Easy,15.5,row_col_last,logic,7,1
551W69IBC9a,progressive,Medium,100.0,exclusion,logic,11,1
551W2YPGDtQ,progressive,Hard,800.0,finned_fish,logic,17,1
551W2c39Evf,progressive,Hard,500.0,finned_counts,logic,19,1
551W2HA97iY,progressive,Medium,100.0,exclusion,logic,10,1
551W0JcerZC,progressive,Easy,15.5,row_col_last,logic,10,1
551W4CxaYgG,progressive,Medium,150.0,undercounting,logic,14,1
551WAARGFvH,progressive,Hard,500.0,finned_counts,logic,16,1
551W4Gh2vKX,progressive,Easy,15.5,row_col_last,logic,10,1
551W0HyggKa,progressive,Medium,40.0,region_confined,logic,13,1
551W3DJ54QG,progressive,Easy,15.5,row_col_last,logic,9,1
551W4HLGYCq,progressive,Medium,40.0,region_confined,logic,9,1
551W28r94T5,progressive,Medium,40.0,region_confined,logic,9,1
551W1fAAbU8,progressive,Medium,140.0,exclusion,logic,15,1
551W14rLcHW,progressive,Easy,15.5,row_col_last,logic,9,1
551W1BiL1IZ,progressive,Medium,40.0,region_confined,logic,12,1
551W4TNe1Iu,progressive,Easy,15.5,row_col_last,logic,6,1
551W4X9KFgg,progressive,Medium,150.0,undercounting,logic,14,1
551W2eK6cLM,progressive,Easy,15.5,row_col_last,logic,11,1
551W4yw2MgJ,progressive,Hard,580.0,finned_counts,logic,17,1
551W8rH2cgX,progressive,Easy,15.5,row_col_last,logic,10,1
551W8bLKTgW,progressive,Medium,150.0,undercounting,logic,12,1
551W0PTIfn1,progressive,Medium,100.0,exclusion,logic,9,1
551W2Mb92-b,progressive,Hard,500.0,finned_counts,logic,11,1
551W8rY94h8,progressive,Medium,100.0,exclusion,logic,12,1
551W4LYIgL8,progressive,Medium,150.0,undercounting,logic,9,1
551W2PK7CSq,progressive,Medium,100.0,exclusion,logic,12,1
551W0IH0rtU,progressive,Easy,15.5,row_col_last,logic,9,1
551W8TsW9bA,progressive,Medium,145.0,region_confined,logic,12,1
551W2maoKv4,progressive,Hard,540.0,finned_counts,logic,11,1
551W4saAAT8,progressive,Medium,100.0,exclusion,logic,10,1
551W4LJ94x1,progressive,Medium,100.0,exclusion,logic,12,1
551W2dL22NL,progressive,Medium,40.0,region_confined,logic,12,1
551W2dL0icJ,progressive,Medium,100.0,exclusion,logic,11,1
551W2owf8JA,progressive,Medium,150.0,undercounting,logic,12,1
551W4IuObGr,progressive,Medium,145.0,region_confined,logic,12,1
551W4L10YPh,progressive,Easy,15.5,row_col_last,logic,9,1
551W2Z6WlaY,progressive,Easy,15.5,row_col_last,logic,9,1
551W2NiH1h8,progressive,Medium,140.0,exclusion,logic,15,1
551W4_PA1Uu,progressive,Medium,145.0,region_confined,logic,15,1
551W2vLYLX1,progressive,Easy,15.5,row_col_last,logic,10,1
551W19Z94QI,progressive,Medium,40.0,region_confined,logic,8,1
